year,state,k,n
1861,GA,1,11
1861,HI,0,1
1861,IA,0,3
1861,ID,1,2
1861,IL,0,22
1861,IN,1,10
1861,KS,0,4
1861,KY,2,4
1861,LA,1,9
1861,MA,0,12
1861,MD,0,5
1861,ME,0,3
1861,MI,0,12
1861,MN,0,5
1861,MO,1,7
1861,MS,0,8
1861,NC,1,9
1861,NE,0,4
1861,NH,0,1
1861,NJ,0,14
1861,NM,0,3
1861,NV,0,2
1861,NY,0,29
1861,OH,0,15
1861,OK,0,7
1861,OR,0,5
1861,PA,1,22
1861,PR,0,4
1861,RI,0,2
1861,SC,0,4
1861,SD,0,1
1861,TN,0,6
1861,TX,2,14
1861,UT,0,4
1861,VA,0,14
1861,WA,0,4
1861,WI,0,5
1861,WV,0,8
1861,WY,0,2
1861,railroad,0,1
1862,AK,0,2
1862,AL,0,8
1862,AR,1,7
1862,AZ,3,13
1862,CA,2,35
1862,CO,2,4
1862,CT,0,6
1862,DC,0,1
1862,FL,3,10
1862,GA,0,9
1862,IA,3,6
1862,ID,0,1
1862,IL,4,21
1862,IN,1,17
1862,KS,0,5
1862,KY,1,4
1862,LA,0,5
1862,MA,2,20
1862,MD,0,7
1862,ME,0,4
1862,MI,5,22
1862,MN,1,12
1862,MO,1,16
1862,MS,3,10
1862,MT,0,2
1862,NC,1,10
1862,ND,0,1
1862,NE,2,12
1862,NH,0,3
1862,NJ,0,10
1862,NM,0,8
1862,NY,4,36
1862,OH,1,25
1862,OK,0,6
1862,OR,0,8
1862,PA,3,33
1862,PR,1,7
1862,RI,0,6
1862,SC,1,6
1862,SD,0,2
1862,TN,5,17
1862,TX,6,33
1862,VA,0,9
1862,VI,0,1
1862,WA,1,11
1862,WI,1,15
1862,WV,1,3
1862,railroad,0,1
1863,AL,4,20
1863,AR,2,11
1863,AZ,0,6
1863,CA,6,60
1863,CO,0,6
1863,CT,0,10
1863,DC,2,9
1863,DE,0,3
1863,FL,2,18
1863,GA,2,18
1863,HI,1,3
1863,IA,2,12
1863,ID,0,5
1863,IL,3,45
1863,IN,1,20
1863,KS,0,8
1863,KY,0,8
1863,LA,3,8
1863,MA,3,31
1863,MD,0,12
1863,ME,1,5
1863,MI,6,19
1863,MN,2,12
1863,MO,2,18
1863,MS,2,11
1863,MT,0,9
1863,NC,0,10
1863,ND,0,6
1863,NE,0,15
1863,NH,2,4
1863,NJ,1,14
1863,NM,0,1
1863,NV,0,1
1863,NY,3,42
1863,OH,2,23
1863,OK,1,10
1863,OR,1,14
1863,PA,4,35
1863,PR,4,6
1863,RI,0,3
1863,SC,0,4
1863,SD,0,2
1863,TN,4,13
1863,TX,6,39
1863,UT,0,7
1863,VA,1,16
1863,VT,0,2
1863,WA,1,18
1863,WI,2,16
1863,WV,1,7
1863,WY,0,3
1863,railroad,1,5
1864,AK,0,3
1864,AL,6,14
1864,AR,5,14
1864,AZ,2,6
1864,CA,17,106
1864,CO,1,10
1864,CT,1,13
1864,DC,1,10
1864,DE,0,6
1864,FL,4,28
1864,GA,3,13
1864,HI,0,1
1864,IA,3,19
1864,ID,0,3
1864,IL,2,58
1864,IN,1,28
1864,KS,1,15
1864,KY,2,17
1864,LA,3,11
1864,MA,6,47
1864,MD,0,7
1864,ME,0,7
1864,MI,7,40
1864,MN,2,27
1864,MO,2,37
1864,MS,6,13
1864,MT,0,3
1864,NC,2,22
1864,ND,1,5
1864,NE,3,18
1864,NH,0,3
1864,NJ,4,31
1864,NM,2,8
1864,NV,0,1
1864,NY,7,96
1864,OH,7,48
1864,OK,8,21
1864,OR,1,20
1864,PA,8,63
1864,PR,4,9
1864,RI,3,10
1864,SC,2,12
1864,SD,1,5
1864,TN,2,17
1864,TX,14,55
1864,UT,2,5
1864,VA,2,27
1864,VI,1,1
1864,VT,0,7
1864,WA,1,20
1864,WI,7,26
1864,WV,0,11
1864,WY,0,2
1864,railroad,0,5
1865,AK,1,3
1865,AL,5,26
1865,AR,7,15
1865,AZ,1,5
1865,CA,16,123
1865,CO,5,21
1865,CT,3,29
1865,DC,2,13
1865,DE,0,5
1865,FL,14,53
1865,GA,8,39
1865,HI,0,4
1865,IA,5,35
1865,ID,1,6
1865,IL,11,120
1865,IN,3,55
1865,KS,2,23
1865,KY,2,32
1865,LA,4,21
1865,MA,7,64
1865,MD,4,23
1865,ME,0,7
1865,MI,7,54
1865,MN,4,31
1865,MO,10,57
1865,MS,10,25
1865,MT,0,8
1865,NC,2,25
1865,ND,0,9
1865,NE,2,16
1865,NH,0,3
1865,NJ,11,73
1865,NM,2,6
1865,NV,1,5
1865,NY,10,153
1865,OH,13,72
1865,OK,15,34
1865,OR,2,30
1865,PA,16,105
1865,PI,0,1
1865,PR,3,10
1865,RI,0,10
1865,SC,4,14
1865,SD,0,12
1865,TN,5,22
1865,TX,30,79
1865,UT,1,7
1865,VA,1,16
1865,VI,1,1
1865,VT,2,6
1865,WA,4,31
1865,WI,2,29
1865,WV,6,19
1865,WY,1,1
1865,railroad,0,3
1866,AL,13,36
1866,AR,6,24
1866,AZ,2,12
1866,CA,56,249
1866,CO,8,36
1866,CT,2,48
1866,DC,2,16
1866,DE,0,6
1866,FL,16,61
1866,GA,15,50
1866,HI,1,8
1866,IA,21,78
1866,ID,4,11
1866,IL,17,160
1866,IN,13,78
1866,KS,8,48
1866,KY,9,56
1866,LA,12,40
1866,MA,11,121
1866,MD,1,33
1866,ME,5,23
1866,MI,18,89
1866,MN,11,73
1866,MO,19,121
1866,MS,23,49
1866,MT,2,24
1866,NC,6,59
1866,ND,2,12
1866,NE,2,33
1866,NH,0,16
1866,NJ,5,94
1866,NM,3,12
1866,NV,3,4
1866,NY,22,279
1866,OH,29,150
1866,OK,24,43
1866,OR,5,35
1866,PA,24,180
1866,PR,8,15
1866,RI,5,20
1866,SC,6,23
1866,SD,2,13
1866,TN,12,61
1866,TX,42,133
1866,UT,1,12
1866,VA,9,55
1866,VI,4,5
1866,VT,0,13
1866,WA,11,57
1866,WI,6,66
1866,WV,3,26
1866,WY,0,5
1866,railroad,0,7
1867,AK,0,3
1867,AL,22,58
1867,AR,13,44
1867,AZ,1,14
1867,CA,73,340
1867,CO,14,58
1867,CT,3,67
1867,DC,5,15
1867,DE,4,7
1867,FL,17,103
1867,GA,27,77
1867,HI,0,12
1867,IA,23,114
1867,ID,6,23
1867,IL,36,259
1867,IN,26,143
1867,KS,14,85
1867,KY,26,95
1867,LA,20,48
1867,MA,20,185
1867,MD,2,57
1867,ME,5,39
1867,MI,22,168
1867,MN,15,99
1867,MO,35,153
1867,MS,32,70
1867,MT,1,15
1867,NC,13,82
1867,ND,2,19
1867,NE,15,60
1867,NH,2,21
1867,NJ,11,145
1867,NM,5,12
1867,NV,0,5
1867,NY,40,440
1867,OH,38,244
1867,OK,29,73
1867,OR,3,50
1867,PA,46,284
1867,PR,12,21
1867,RI,2,26
1867,SC,18,39
1867,SD,6,27
1867,TN,18,82
1867,TX,73,180
1867,UT,2,17
1867,VA,7,77
1867,VI,0,1
1867,VT,3,35
1867,WA,20,96
1867,WI,11,106
1867,WV,8,42
1867,WY,2,10
1867,railroad,1,22
1868,AK,0,3
1868,AL,33,93
1868,AR,27,79
1868,AZ,7,25
1868,CA,113,532
1868,CO,26,82
1868,CT,7,125
1868,DC,4,42
1868,DE,3,14
1868,FL,41,153
1868,GA,39,123
1868,HI,0,12
1868,IA,47,172
1868,ID,6,31
1868,IL,42,403
1868,IN,36,215
1868,KS,26,146
1868,KY,22,101
1868,LA,26,86
1868,MA,40,313
1868,MD,7,89
1868,ME,11,70
1868,MI,48,265
1868,MN,27,183
1868,MO,53,256
1868,MS,40,85
1868,MT,5,33
1868,NC,27,112
1868,ND,6,27
1868,NE,13,81
1868,NH,8,54
1868,NJ,22,200
1868,NM,5,19
1868,NV,0,5
1868,NY,61,682
1868,OH,61,359
1868,OK,59,111
1868,OR,9,83
1868,PA,76,434
1868,PR,14,31
1868,RI,4,46
1868,SC,12,56
1868,SD,4,41
1868,TN,21,111
1868,TX,128,288
1868,UT,6,25
1868,VA,10,120
1868,VI,1,6
1868,VT,2,25
1868,WA,24,124
1868,WI,19,176
1868,WV,15,83
1868,WY,0,5
1868,railroad,4,30
1869,AK,0,6
1869,AL,36,128
1869,AR,48,136
1869,AZ,16,44
1869,CA,191,814
1869,CO,38,143
1869,CT,20,196
1869,DC,9,62
1869,DE,7,39
1869,FL,76,257
1869,GA,40,150
1869,HI,3,23
1869,IA,60,294
1869,ID,11,45
1869,IL,75,671
1869,IN,36,340
1869,KS,38,218
1869,KY,42,180
1869,LA,35,114
1869,MA,51,478
1869,MD,24,153
1869,ME,12,86
1869,MI,59,370
1869,MN,39,242
1869,MO,74,378
1869,MS,85,169
1869,MT,8,47
1869,NC,33,203
1869,ND,1,39
1869,NE,17,135
1869,NH,9,81
1869,NJ,28,305
1869,NM,4,23
1869,NV,1,7
1869,NY,94,1070
1869,OH,103,562
1869,OK,91,205
1869,OR,17,147
1869,PA,88,690
1869,PR,14,32
1869,RI,11,66
1869,SC,14,68
1869,SD,1,47
1869,TN,44,187
1869,TX,255,530
1869,UT,6,30
1869,VA,24,185
1869,VI,4,11
1869,VT,4,45
1869,WA,33,184
1869,WI,34,279
1869,WV,16,108
1869,WY,1,16
1869,railroad,3,67
1870,AK,1,9
1870,AL,118,286
1870,AR,57,192
1870,AZ,25,72
1870,CA,352,1337
1870,CO,44,194
1870,CT,31,316
1870,DC,25,105
1870,DE,4,44
1870,FL,141,399
1870,GA,141,318
1870,HI,5,38
1870,IA,102,388
1870,ID,3,57
1870,IL,144,984
1870,IN,90,529
1870,KS,47,280
1870,KY,85,299
1870,LA,96,272
1870,MA,108,771
1870,MD,23,233
1870,ME,36,146
1870,MI,111,644
1870,MN,56,393
1870,MO,138,584
1870,MS,134,305
1870,MT,10,64
1870,NC,71,277
1870,ND,10,75
1870,NE,42,207
1870,NH,22,104
1870,NJ,54,523
1870,NM,15,40
1870,NV,2,15
1870,NY,178,1754
1870,OH,194,919
1870,OK,189,326
1870,OR,24,215
1870,PA,168,1098
1870,PI,0,1
1870,PR,33,71
1870,RI,14,107
1870,SC,59,163
1870,SD,11,73
1870,TN,86,315
1870,TX,459,906
1870,UT,9,51
1870,VA,37,278
1870,VI,6,9
1870,VT,7,53
1870,WA,61,329
1870,WI,58,436
1870,WV,38,177
1870,WY,6,29
1870,railroad,6,106
1871,AK,2,21
1871,AL,124,318
1871,AR,96,267
1871,AZ,28,82
1871,CA,424,1796
1871,CO,59,276
1871,CT,46,428
1871,DC,22,124
1871,DE,6,63
1871,FL,146,535
1871,GA,158,452
1871,HI,2,39
1871,IA,136,624
1871,ID,10,97
1871,IL,168,1336
1871,IN,107,722
1871,KS,63,404
1871,KY,119,419
1871,LA,108,312
1871,MA,105,988
1871,MD,38,307
1871,ME,46,198
1871,MI,150,859
1871,MN,74,572
1871,MO,182,792
1871,MS,119,305
1871,MT,16,85
1871,NC,117,421
1871,ND,17,85
1871,NE,32,254
1871,NH,17,136
1871,NJ,82,679
1871,NM,22,70
1871,NV,5,24
1871,NY,228,2194
1871,OH,236,1214
1871,OK,252,476
1871,OR,41,290
1871,PA,189,1564
1871,PR,44,84
1871,RI,22,137
1871,SC,71,214
1871,SD,19,102
1871,TN,99,456
1871,TX,516,1067
1871,UT,23,86
1871,VA,53,426
1871,VI,3,11
1871,VT,16,81
1871,WA,66,369
1871,WI,75,581
1871,WV,34,228
1871,WY,11,36
1871,railroad,0,154
1872,AK,3,20
1872,AL,193,530
1872,AR,151,472
1872,AZ,34,142
1872,CA,630,2815
1872,CO,96,428
1872,CT,46,561
1872,DC,46,204
1872,DE,12,92
1872,FL,223,839
1872,GA,248,669
1872,HI,4,67
1872,IA,178,901
1872,ID,19,137
1872,IL,248,2134
1872,IN,159,1161
1872,KS,120,716
1872,KY,156,684
1872,LA,172,513
1872,MA,180,1480
1872,MD,42,450
1872,ME,66,346
1872,MI,188,1256
1872,MN,114,837
1872,MO,283,1308
1872,MS,203,521
1872,MT,21,154
1872,NC,140,700
1872,ND,18,150
1872,NE,58,447
1872,NH,29,186
1872,NJ,103,1062
1872,NM,24,95
1872,NV,3,29
1872,NY,283,3622
1872,OH,358,1932
1872,OK,315,638
1872,OR,56,493
1872,PA,312,2415
1872,PI,1,2
1872,PR,56,120
1872,RI,23,228
1872,SC,78,313
1872,SD,21,152
1872,TN,207,736
1872,TX,660,1549
1872,UT,27,129
1872,VA,71,636
1872,VI,14,29
1872,VT,12,122
1872,WA,96,617
1872,WI,120,895
1872,WV,73,445
1872,WY,14,55
1872,railroad,7,266
1873,AK,2,18
1873,AL,238,719
1873,AR,165,583
1873,AZ,51,192
1873,CA,715,3642
1873,CO,100,500
1873,CT,63,758
1873,DC,37,254
1873,DE,13,93
1873,FL,253,1054
1873,GA,227,801
1873,HI,6,81
1873,IA,224,1133
1873,ID,20,176
1873,IL,293,2865
1873,IN,205,1500
1873,KS,151,857
1873,KY,193,926
1873,LA,190,583
1873,MA,198,1989
1873,MD,59,566
1873,ME,72,394
1873,MI,218,1712
1873,MN,123,1088
1873,MO,328,1636
1873,MS,223,601
1873,MT,28,189
1873,NC,154,822
1873,ND,20,193
1873,NE,65,548
1873,NH,32,234
1873,NJ,95,1395
1873,NM,37,128
1873,NV,7,55
1873,NY,364,4924
1873,OH,435,2657
1873,OK,332,752
1873,OR,59,555
1873,PA,368,3134
1873,PI,1,3
1873,PR,57,143
1873,RI,35,286
1873,SC,94,396
1873,SD,30,223
1873,TN,213,918
1873,TX,834,2028
1873,UT,28,157
1873,VA,110,775
1873,VI,12,41
1873,VT,23,171
1873,WA,140,842
1873,WI,146,1240
1873,WV,85,512
1873,WY,11,68
1873,railroad,8,326
1874,AK,2,36
1874,AL,339,973
1874,AR,219,784
1874,AZ,55,265
1874,CA,957,4979
1874,CO,143,680
1874,CT,59,1016
1874,DC,43,339
1874,DE,10,164
1874,FL,314,1415
1874,GA,341,1137
1874,HI,12,131
1874,IA,272,1528
1874,ID,25,278
1874,IL,413,3974
1874,IN,228,1937
1874,KS,173,1188
1874,KY,294,1235
1874,LA,283,911
1874,MA,252,2760
1874,MD,69,796
1874,ME,94,557
1874,MI,309,2436
1874,MN,166,1506
1874,MO,422,2323
1874,MS,295,834
1874,MT,23,271
1874,NC,211,1162
1874,ND,35,304
1874,NE,83,746
1874,NH,31,322
1874,NJ,140,1961
1874,NM,46,214
1874,NV,10,66
1874,NY,432,6699
1874,OH,574,3676
1874,OK,455,1058
1874,OR,71,733
1874,PA,464,4423
1874,PI,2,2
1874,PR,112,236
1874,RI,40,452
1874,SC,125,525
1874,SD,36,332
1874,TN,287,1214
1874,TX,1175,2913
1874,UT,42,219
1874,VA,125,1125
1874,VI,28,53
1874,VT,31,245
1874,WA,167,1147
1874,WI,167,1628
1874,WV,89,692
1874,WY,8,96
1874,railroad,17,495
1875,AK,7,46
1875,AL,433,1235
1875,AR,293,1009
1875,AZ,68,345
1875,CA,1172,6640
1875,CO,172,905
1875,CT,93,1412
1875,DC,59,484
1875,DE,26,220
1875,FL,397,1786
1875,GA,427,1496
1875,HI,10,188
1875,IA,338,2078
1875,ID,30,361
1875,IL,532,5270
1875,IN,309,2713
1875,KS,185,1602
1875,KY,418,1830
1875,LA,309,1064
1875,MA,358,3716
1875,MD,87,1129
1875,ME,92,736
1875,MI,332,3070
1875,MN,205,2029
1875,MO,547,3107
1875,MS,386,1070
1875,MT,34,380
1875,NC,289,1512
1875,ND,47,382
1875,NE,111,1047
1875,NH,50,452
1875,NJ,178,2582
1875,NM,55,248
1875,NV,14,83
1875,NY,574,8823
1875,OH,829,4993
1875,OK,671,1513
1875,OR,87,1053
1875,PA,545,5678
1875,PI,3,4
1875,PR,130,290
1875,RI,49,544
1875,SC,180,714
1875,SD,44,408
1875,TN,354,1655
1875,TX,1647,4022
1875,UT,67,293
1875,VA,137,1537
1875,VI,30,87
1875,VT,30,303
1875,WA,176,1462
1875,WI,236,2273
1875,WV,149,958
1875,WY,11,145
1875,railroad,30,621
1876,AK,4,43
1876,AL,544,1627
1876,AR,379,1315
1876,AZ,75,397
1876,CA,1404,8612
1876,CO,222,1260
1876,CT,102,1722
1876,DC,101,694
1876,DE,17,248
1876,FL,528,2314
1876,GA,544,1847
1876,HI,14,238
1876,IA,458,2830
1876,ID,37,437
1876,IL,584,6606
1876,IN,349,3334
1876,KS,256,2147
1876,KY,388,2038
1876,LA,425,1453
1876,MA,370,4402
1876,MD,115,1374
1876,ME,118,860
1876,MI,413,4066
1876,MN,243,2535
1876,MO,622,3755
1876,MS,412,1305
1876,MT,41,490
1876,NC,308,2012
1876,ND,49,485
1876,NE,112,1372
1876,NH,62,559
1876,NJ,215,3420
1876,NM,65,281
1876,NV,18,123
1876,NY,686,11894
1876,OH,971,6560
1876,OK,787,1858
1876,OR,101,1382
1876,PA,655,7589
1876,PI,3,3
1876,PR,154,360
1876,RI,40,645
1876,SC,177,840
1876,SD,63,594
1876,TN,442,2125
1876,TX,1941,5088
1876,UT,68,408
1876,VA,194,1940
1876,VI,39,92
1876,VT,36,371
1876,WA,236,2097
1876,WI,229,2823
1876,WV,162,1229
1876,WY,21,178
1876,railroad,33,833
1877,AK,4,49
1877,AL,613,2007
1877,AR,425,1694
1877,AZ,85,508
1877,CA,1578,10274
1877,CO,261,1455
1877,CT,97,2011
1877,DC,105,732
1877,DE,29,315
1877,FL,550,2753
1877,GA,595,2237
1877,HI,25,306
1877,IA,470,3379
1877,ID,40,571
1877,IL,652,8397
1877,IN,341,3896
1877,KS,277,2524
1877,KY,516,2663
1877,LA,426,1561
1877,MA,397,5380
1877,MD,128,1709
1877,ME,138,1068
1877,MI,467,4874
1877,MN,263,3099
1877,MO,774,4639
1877,MS,486,1589
1877,MT,55,569
1877,NC,344,2546
1877,ND,52,580
1877,NE,132,1625
1877,NH,49,637
1877,NJ,242,3952
1877,NM,55,374
1877,NV,18,127
1877,NY,743,14187
1877,OH,1013,7782
1877,OK,958,2439
1877,OR,116,1579
1877,PA,755,9161
1877,PI,7,9
1877,PR,172,466
1877,RI,41,825
1877,SC,186,1041
1877,SD,65,651
1877,TN,482,2600
1877,TX,2189,6204
1877,UT,65,488
1877,VA,199,2342
1877,VI,44,122
1877,VT,54,467
1877,WA,257,2562
1877,WI,252,3455
1877,WV,179,1657
1877,WY,29,208
1877,railroad,43,1011
1878,AK,5,96
1878,AL,748,2384
1878,AR,497,2055
1878,AZ,115,675
1878,CA,1762,12718
1878,CO,300,1749
1878,CT,124,2514
1878,DC,116,859
1878,DE,16,362
1878,FL,612,3270
1878,GA,746,2817
1878,HI,21,348
1878,IA,504,3834
1878,ID,52,736
1878,IL,703,10280
1878,IN,401,4971
1878,KS,288,2931
1878,KY,571,3134
1878,LA,554,2135
1878,MA,454,6635
1878,MD,167,1995
1878,ME,167,1232
1878,MI,531,6311
1878,MN,355,3821
1878,MO,854,5515
1878,MS,608,2019
1878,MT,65,719
1878,NC,480,3101
1878,ND,73,790
1878,NE,149,1997
1878,NH,88,792
1878,NJ,268,4876
1878,NM,82,458
1878,NV,22,179
1878,NY,823,17633
1878,OH,1127,9525
1878,OK,951,2770
1878,OR,134,1970
1878,PA,770,10990
1878,PI,0,1
1878,PR,267,638
1878,RI,69,1007
1878,SC,268,1352
1878,SD,62,790
1878,TN,586,3169
1878,TX,2410,7474
1878,UT,84,597
1878,VA,248,2785
1878,VI,64,160
1878,VT,39,516
1878,WA,310,3014
1878,WI,354,4307
1878,WV,240,1792
1878,WY,30,285
1878,railroad,50,1270
1879,AK,6,88
1879,AL,833,3042
1879,AR,571,2451
1879,AZ,136,807
1879,CA,2015,15678
1879,CO,286,2062
1879,CT,127,3115
1879,DC,159,1079
1879,DE,35,423
1879,FL,671,4076
1879,GA,768,3447
1879,HI,25,420
1879,IA,535,4532
1879,ID,66,886
1879,IL,798,12450
1879,IN,390,5990
1879,KS,303,3432
1879,KY,640,3753
1879,LA,605,2677
1879,MA,504,7675
1879,MD,158,2402
1879,ME,156,1494
1879,MI,587,7528
1879,MN,361,4713
1879,MO,900,6570
1879,MS,659,2390
1879,MT,71,892
1879,NC,473,3670
1879,ND,85,901
1879,NE,157,2291
1879,NH,71,869
1879,NJ,306,6128
1879,NM,88,568
1879,NV,22,204
1879,NY,915,21376
1879,OH,1224,11581
1879,OK,1117,3376
1879,OR,140,2468
1879,PA,865,13874
1879,PI,2,4
1879,PR,309,741
1879,RI,61,1178
1879,SC,308,1611
1879,SD,82,1005
1879,TN,619,3720
1879,TX,2794,8983
1879,UT,104,759
1879,VA,294,3383
1879,VI,95,216
1879,VT,38,582
1879,WA,321,3727
1879,WI,332,5041
1879,WV,232,2294
1879,WY,35,376
1879,railroad,51,1564
1880,AK,13,129
1880,AL,1147,4095
1880,AR,721,3190
1880,AZ,160,1028
1880,CA,2263,19386
1880,CO,346,2524
1880,CT,157,3633
1880,DC,139,1301
1880,DE,25,508
1880,FL,864,4992
1880,GA,1064,4573
1880,HI,25,511
1880,IA,611,5716
1880,ID,68,1012
1880,IL,921,15291
1880,IN,475,7356
1880,KS,313,4096
1880,KY,790,4861
1880,LA,793,3401
1880,MA,553,9455
1880,MD,200,3063
1880,ME,187,1867
1880,MI,669,9207
1880,MN,421,5708
1880,MO,1113,8257
1880,MS,880,3335
1880,MT,67,1110
1880,NC,609,4742
1880,ND,97,1106
1880,NE,176,2795
1880,NH,80,1139
1880,NJ,351,7527
1880,NM,125,679
1880,NV,24,267
1880,NY,1088,26447
1880,OH,1424,13856
1880,OK,1388,4393
1880,OR,157,2981
1880,PA,980,16516
1880,PI,3,10
1880,PR,399,997
1880,RI,80,1461
1880,SC,387,2143
1880,SD,103,1227
1880,TN,894,4900
1880,TX,3379,11602
1880,UT,83,834
1880,VA,331,4202
1880,VI,94,256
1880,VT,55,717
1880,WA,359,4423
1880,WI,367,6059
1880,WV,302,2912
1880,WY,31,429
1880,railroad,77,1942
1881,AK,13,131
1881,AL,1046,4466
1881,AR,717,3617
1881,AZ,137,1090
1881,CA,2232,21640
1881,CO,350,2961
1881,CT,166,4227
1881,DC,141,1484
1881,DE,35,580
1881,FL,795,5716
1881,GA,1024,4878
1881,HI,17,553
1881,IA,537,6526
1881,ID,71,1224
1881,IL,929,17683
1881,IN,489,8226
1881,KS,327,4606
1881,KY,803,5225
1881,LA,816,3704
1881,MA,570,10923
1881,MD,213,3553
1881,ME,187,2047
1881,MI,681,10752
1881,MN,424,6481
1881,MO,1203,9691
1881,MS,776,3471
1881,MT,66,1354
1881,NC,645,5575
1881,ND,101,1325
1881,NE,147,3276
1881,NH,85,1302
1881,NJ,339,8533
1881,NM,135,818
1881,NV,34,312
1881,NY,1074,30624
1881,OH,1388,16136
1881,OK,1394,4895
1881,OR,147,3400
1881,PA,920,19155
1881,PI,3,7
1881,PR,420,1113
1881,RI,93,1650
1881,SC,418,2575
1881,SD,93,1492
1881,TN,835,5682
1881,TX,3372,12859
1881,UT,102,1046
1881,VA,334,4801
1881,VI,128,336
1881,VT,75,884
1881,WA,368,5127
1881,WI,380,7359
1881,WV,277,3361
1881,WY,24,450
1881,railroad,62,2289
1882,AK,8,159
1882,AL,1237,5664
1882,AR,863,4496
1882,AZ,162,1377
1882,CA,2472,26788
1882,CO,386,3497
1882,CT,163,5166
1882,DC,175,1809
1882,DE,31,670
1882,FL,898,7069
1882,GA,1226,6336
1882,HI,32,678
1882,IA,610,7749
1882,ID,61,1460
1882,IL,1047,22212
1882,IN,513,10207
1882,KS,360,5554
1882,KY,949,6609
1882,LA,1128,5239
1882,MA,667,13036
1882,MD,241,4297
1882,ME,155,2491
1882,MI,769,13367
1882,MN,517,7985
1882,MO,1251,11476
1882,MS,1061,4704
1882,MT,92,1638
1882,NC,728,6626
1882,ND,92,1499
1882,NE,178,4015
1882,NH,90,1458
1882,NJ,367,10578
1882,NM,144,1045
1882,NV,22,376
1882,NY,1177,38163
1882,OH,1579,19619
1882,OK,1497,5840
1882,OR,186,4118
1882,PA,1011,23329
1882,PI,5,8
1882,PR,533,1361
1882,RI,99,2137
1882,SC,412,2989
1882,SD,96,1684
1882,TN,1043,6901
1882,TX,3695,16281
1882,UT,101,1319
1882,VA,359,5744
1882,VI,165,382
1882,VT,64,990
1882,WA,392,6372
1882,WI,402,8487
1882,WV,336,4125
1882,WY,44,624
1882,railroad,69,2818
1883,AK,17,185
1883,AL,1274,6100
1883,AR,719,4604
1883,AZ,156,1530
1883,CA,2429,29664
1883,CO,395,4097
1883,CT,187,5842
1883,DC,199,2100
1883,DE,25,806
1883,FL,909,7750
1883,GA,1238,6716
1883,HI,23,748
1883,IA,605,8886
1883,ID,60,1622
1883,IL,1102,25243
1883,IN,485,11259
1883,KS,382,6113
1883,KY,885,7011
1883,LA,960,5385
1883,MA,668,14745
1883,MD,223,4834
1883,ME,172,2710
1883,MI,800,15409
1883,MN,470,9315
1883,MO,1233,12858
1883,MS,845,4549
1883,MT,75,1883
1883,NC,649,7316
1883,ND,98,1790
1883,NE,163,4533
1883,NH,84,1702
1883,NJ,381,12411
1883,NM,154,1165
1883,NV,40,404
1883,NY,1238,44101
1883,OH,1531,22172
1883,OK,1307,6202
1883,OR,195,4572
1883,PA,1048,26637
1883,PI,8,22
1883,PR,658,1721
1883,RI,78,2307
1883,SC,467,3308
1883,SD,109,2020
1883,TN,998,7429
1883,TX,3382,16830
1883,UT,107,1506
1883,VA,372,6461
1883,VI,146,414
1883,VT,64,1120
1883,WA,390,7196
1883,WI,445,10072
1883,WV,308,4329
1883,WY,31,705
1883,railroad,106,3282
1884,AK,17,246
1884,AL,1293,7134
1884,AR,807,5586
1884,AZ,178,1877
1884,CA,2651,35299
1884,CO,464,4634
1884,CT,183,6861
1884,DC,225,2493
1884,DE,34,948
1884,FL,939,9246
1884,GA,1236,7893
1884,HI,44,870
1884,IA,605,10016
1884,ID,67,1880
1884,IL,1181,30278
1884,IN,528,13194
1884,KS,338,7159
1884,KY,1010,8598
1884,LA,1004,6173
1884,MA,761,17315
1884,MD,273,5760
1884,ME,184,3180
1884,MI,788,18482
1884,MN,535,10784
1884,MO,1375,15034
1884,MS,956,5384
1884,MT,97,2237
1884,NC,757,8795
1884,ND,108,2047
1884,NE,175,5130
1884,NH,93,1897
1884,NJ,369,14661
1884,NM,150,1488
1884,NV,32,499
1884,NY,1329,53008
1884,OH,1624,26366
1884,OK,1474,7297
1884,OR,166,5431
1884,PA,1161,31908
1884,PI,10,21
1884,PR,787,2106
1884,RI,89,2867
1884,SC,424,4000
1884,SD,119,2395
1884,TN,1039,8834
1884,TX,3679,20851
1884,UT,100,1782
1884,VA,407,7686
1884,VI,226,571
1884,VT,67,1342
1884,WA,445,8461
1884,WI,430,11800
1884,WV,363,5498
1884,WY,36,853
1884,railroad,127,3955
1885,AK,10,244
1885,AL,1267,7809
1885,AR,799,6125
1885,AZ,161,2075
1885,CA,2604,38939
1885,CO,397,4953
1885,CT,219,7885
1885,DC,243,2755
1885,DE,44,1047
1885,FL,953,10071
1885,GA,1224,8336
1885,HI,42,995
1885,IA,508,10939
1885,ID,63,2079
1885,IL,1149,33621
1885,IN,534,14163
1885,KS,390,7801
1885,KY,918,8868
1885,LA,1021,6816
1885,MA,786,19377
1885,MD,282,6422
1885,ME,189,3394
1885,MI,827,20771
1885,MN,541,12124
1885,MO,1260,16174
1885,MS,934,5778
1885,MT,81,2510
1885,NC,704,9187
1885,ND,100,2185
1885,NE,195,5742
1885,NH,104,2157
1885,NJ,406,16370
1885,NM,187,1618
1885,NV,19,558
1885,NY,1466,59576
1885,OH,1606,28727
1885,OK,1433,8106
1885,OR,191,5866
1885,PA,1174,35014
1885,PI,17,27
1885,PR,891,2469
1885,RI,85,2984
1885,SC,463,4269
1885,SD,109,2637
1885,TN,1029,9198
