year,state,k,n
1907,KS,10078,21412
1907,KY,10706,29791
1907,LA,11396,30985
1907,MA,24698,56500
1907,MD,10166,24096
1907,ME,4311,10326
1907,MI,29694,73200
1907,MN,14964,32766
1907,MO,21949,51172
1907,MS,8332,23246
1907,MT,2588,6298
1907,NC,17392,40913
1907,ND,2811,6680
1907,NE,6982,15381
1907,NH,2527,5988
1907,NJ,20924,56676
1907,NM,2571,6217
1907,NV,784,1740
1907,NY,78468,212849
1907,OH,37802,92308
1907,OK,12425,30166
1907,OR,7266,15249
1907,PA,48209,124940
1907,PI,249,466
1907,PR,4003,10150
1907,RI,4133,9811
1907,SC,7086,19318
1907,SD,2718,6465
1907,TN,15156,37242
1907,TX,37512,91090
1907,UT,3248,6670
1907,VA,13534,31804
1907,VI,1087,2720
1907,VT,1768,4073
1907,WA,11937,24818
1907,WI,16795,39825
1907,WV,8121,21872
1907,WY,1344,3004
1907,railroad,6770,17623
1907,unassigned,94,119
1908,AK,389,848
1908,AL,13484,32420
1908,AR,8791,21514
1908,AZ,3731,7870
1908,CA,57416,117542
1908,CO,7446,15157
1908,CT,11803,25068
1908,DC,5836,12523
1908,DE,1693,3707
1908,FL,15704,35146
1908,GA,15978,37496
1908,HI,2578,5693
1908,IA,14506,29688
1908,ID,3341,6592
1908,IL,49741,113118
1908,IN,20127,45886
1908,KS,10733,21293
1908,KY,12262,30884
1908,LA,12134,29793
1908,MA,27500,58935
1908,MD,11555,25356
1908,ME,4854,10376
1908,MI,32965,75302
1908,MN,16379,33413
1908,MO,23312,50696
1908,MS,8924,22261
1908,MT,2953,6370
1908,NC,19531,43179
1908,ND,3004,6876
1908,NE,7675,15745
1908,NH,2741,6095
1908,NJ,23452,58852
1908,NM,2946,6427
1908,NV,817,1810
1908,NY,87678,218757
1908,OH,41029,94089
1908,OK,13163,29224
1908,OR,8193,15813
1908,PA,54281,131069
1908,PI,292,477
1908,PR,4321,10638
1908,RI,4525,10045
1908,SC,7990,20116
1908,SD,3037,6771
1908,TN,16870,38422
1908,TX,40588,90888
1908,UT,3660,7080
1908,VA,14899,32880
1908,VI,1158,2919
1908,VT,1967,4270
1908,WA,13075,25480
1908,WI,18668,40742
1908,WV,9120,22551
1908,WY,1470,3101
1908,railroad,7295,17752
1908,unassigned,98,116
1909,AK,436,909
1909,AL,15745,35484
1909,AR,9813,22314
1909,AZ,3853,7854
1909,CA,61089,117168
1909,CO,7957,15127
1909,CT,12476,25085
1909,DC,6141,12725
1909,DE,1713,3651
1909,FL,16780,35427
1909,GA,18520,41256
1909,HI,2745,5621
1909,IA,15749,30158
1909,ID,3520,6757
1909,IL,52893,112140
1909,IN,21342,45102
1909,KS,11566,21317
1909,KY,13234,31235
1909,LA,13263,31383
1909,MA,28759,57913
1909,MD,12049,24953
1909,ME,5189,10469
1909,MI,34878,74358
1909,MN,17529,33965
1909,MO,25627,51564
1909,MS,10344,24715
1909,MT,3181,6505
1909,NC,22133,46222
1909,ND,3359,7102
1909,NE,8221,15873
1909,NH,2919,6126
1909,NJ,24600,57439
1909,NM,3143,6433
1909,NV,877,1767
1909,NY,92589,213966
1909,OH,43596,93447
1909,OK,14355,29891
1909,OR,8674,16025
1909,PA,57272,128920
1909,PI,308,507
1909,PR,4821,11251
1909,RI,4806,9994
1909,SC,9082,21949
1909,SD,3202,6803
1909,TN,18821,40588
1909,TX,43632,92640
1909,UT,3862,7165
1909,VA,16903,34891
1909,VI,1310,3104
1909,VT,2139,4279
1909,WA,13849,25677
1909,WI,19789,40013
1909,WV,10030,22838
1909,WY,1658,3170
1909,railroad,7544,17585
1909,unassigned,152,170
1910,AK,502,970
1910,AL,16494,35200
1910,AR,10472,22761
1910,AZ,4399,8272
1910,CA,65550,120192
1910,CO,8748,15888
1910,CT,13611,26049
1910,DC,6714,13125
1910,DE,1968,3835
1910,FL,17812,35947
1910,GA,19146,40654
1910,HI,3077,5879
1910,IA,16944,30654
1910,ID,3868,6922
1910,IL,58487,116194
1910,IN,22965,46135
1910,KS,12089,21628
1910,KY,14631,32303
1910,LA,14497,32154
1910,MA,31014,58879
1910,MD,13258,26102
1910,ME,5440,10581
1910,MI,38476,76283
1910,MN,18180,33661
1910,MO,27253,52339
1910,MS,11201,24962
1910,MT,3416,6708
1910,NC,23425,46389
1910,ND,3674,7112
1910,NE,8737,15882
1910,NH,3072,6167
1910,NJ,26942,59619
1910,NM,3362,6654
1910,NV,958,1848
1910,NY,101499,220170
1910,OH,47081,95098
1910,OK,15046,29851
1910,OR,9271,16312
1910,PA,64749,135178
1910,PI,455,701
1910,PR,5394,11989
1910,RI,5537,10585
1910,SC,9373,21422
1910,SD,3482,6832
1910,TN,19915,40622
1910,TX,47302,95167
1910,UT,3990,7018
1910,VA,18029,35367
1910,VI,1481,3313
1910,VT,2232,4336
1910,WA,15161,26490
1910,WI,21688,41331
1910,WV,11382,24276
1910,WY,1852,3344
1910,railroad,8001,17953
1910,unassigned,162,194
1911,AK,541,947
1911,AL,17722,35223
1911,AR,11218,22428
1911,AZ,4451,8039
1911,CA,68080,118362
1911,CO,9242,15878
1911,CT,14547,26539
1911,DC,7176,13009
1911,DE,1967,3678
1911,FL,18379,34849
1911,GA,20541,40835
1911,HI,3069,5608
1911,IA,17905,30919
1911,ID,4204,7102
1911,IL,62098,116489
1911,IN,24935,47384
1911,KS,12863,21889
1911,KY,16072,33134
1911,LA,15187,31504
1911,MA,33309,60169
1911,MD,13784,25662
1911,ME,5767,10550
1911,MI,40870,76367
1911,MN,18968,33785
1911,MO,28829,51866
1911,MS,11288,23703
1911,MT,3603,6693
1911,NC,25383,47558
1911,ND,3928,7242
1911,NE,8888,15665
1911,NH,3198,6107
1911,NJ,28587,58696
1911,NM,3623,6666
1911,NV,1002,1871
1911,NY,106287,215868
1911,OH,50557,95949
1911,OK,16718,30899
1911,OR,9766,16247
1911,PA,69244,136324
1911,PI,380,581
1911,PR,5635,11932
1911,RI,5742,10653
1911,SC,10141,22277
1911,SD,3672,6786
1911,TN,21451,40737
1911,TX,48663,92400
1911,UT,4304,7277
1911,VA,19352,35614
1911,VI,1670,3450
1911,VT,2342,4178
1911,WA,16148,27004
1911,WI,23187,41951
1911,WV,12195,24445
1911,WY,1790,3201
1911,railroad,8445,17545
1911,unassigned,205,225
1912,AK,566,1013
1912,AL,19616,37947
1912,AR,12480,23617
1912,AZ,4865,8477
1912,CA,73730,122968
1912,CO,9976,16359
1912,CT,15667,27480
1912,DC,7646,13553
1912,DE,2158,3924
1912,FL,20085,37013
1912,GA,22744,43895
1912,HI,3418,5927
1912,IA,19411,32214
1912,ID,4461,7315
1912,IL,68010,120642
1912,IN,27111,48251
1912,KS,13681,22264
1912,KY,16991,33388
1912,LA,17220,33951
1912,MA,35839,61894
1912,MD,15425,27087
1912,ME,6418,11187
1912,MI,45432,80787
1912,MN,20554,34962
1912,MO,30806,53136
1912,MS,12521,24956
1912,MT,3930,7017
1912,NC,27539,49920
1912,ND,4047,7123
1912,NE,9547,16102
1912,NH,3454,6312
1912,NJ,30769,60719
1912,NM,3931,6993
1912,NV,1088,1910
1912,NY,115949,223049
1912,OH,53844,97880
1912,OK,17703,31191
1912,OR,10522,16931
1912,PA,76146,141758
1912,PI,522,774
1912,PR,6239,12475
1912,RI,6178,10971
1912,SC,10852,22898
1912,SD,3886,6902
1912,TN,23204,42289
1912,TX,52718,96184
1912,UT,4691,7568
1912,VA,21295,37916
1912,VI,1721,3470
1912,VT,2550,4461
1912,WA,17136,27297
1912,WI,25198,43196
1912,WV,13672,25699
1912,WY,2059,3391
1912,railroad,9233,18557
1912,unassigned,200,223
1913,AK,561,958
1913,AL,20452,37531
1913,AR,12792,23484
1913,AZ,4974,8460
1913,CA,75116,121439
1913,CO,10192,16146
1913,CT,16633,27794
1913,DC,7852,13328
1913,DE,2214,3882
1913,FL,20628,36421
1913,GA,23396,43298
1913,HI,3464,5789
1913,IA,20042,31995
1913,ID,4744,7387
1913,IL,71306,121825
1913,IN,28426,48961
1913,KS,14145,22308
1913,KY,17993,34282
1913,LA,17232,32311
1913,MA,38141,63201
1913,MD,16160,27331
1913,ME,6655,10876
1913,MI,48022,82202
1913,MN,20873,34468
1913,MO,31490,52118
1913,MS,13259,25199
1913,MT,4118,6974
1913,NC,28784,50297
1913,ND,4239,7168
1913,NE,9426,15466
1913,NH,3471,6092
1913,NJ,32235,60965
1913,NM,3888,6636
1913,NV,1139,1922
1913,NY,119290,219620
1913,OH,57310,100169
1913,OK,18099,30623
1913,OR,10465,16422
1913,PA,81074,144280
1913,PI,472,676
1913,PR,6466,12333
1913,RI,6469,11117
1913,SC,11339,23236
1913,SD,3910,6717
1913,TN,24230,42405
1913,TX,53970,94892
1913,UT,4748,7412
1913,VA,22062,38079
1913,VI,1911,3700
1913,VT,2549,4268
1913,WA,17772,27391
1913,WI,26285,43043
1913,WV,14558,26665
1913,WY,2104,3412
1913,railroad,9799,18637
1913,unassigned,234,260
1914,AK,630,1045
1914,AL,22031,39274
1914,AR,13891,24431
1914,AZ,5179,8335
1914,CA,77637,121312
1914,CO,10556,16310
1914,CT,17831,29095
1914,DC,8409,13723
1914,DE,2440,4040
1914,FL,21689,36857
1914,GA,25305,44832
1914,HI,3528,5674
1914,IA,20966,32101
1914,ID,4701,7198
1914,IL,76447,125088
1914,IN,30180,49520
1914,KS,14440,21941
1914,KY,18733,33767
1914,LA,18617,33612
1914,MA,40194,64262
1914,MD,17305,28298
1914,ME,6983,11218
1914,MI,51404,85034
1914,MN,21771,34702
1914,MO,33051,52907
1914,MS,13825,25430
1914,MT,4281,7166
1914,NC,31235,52555
1914,ND,4328,7089
1914,NE,9876,15516
1914,NH,3696,6358
1914,NJ,34600,62270
1914,NM,4033,6756
1914,NV,1194,1938
1914,NY,126941,223668
1914,OH,60331,101209
1914,OK,18826,30801
1914,OR,10965,16661
1914,PA,88672,150638
1914,PI,551,796
1914,PR,6808,12769
1914,RI,6759,11118
1914,SC,11895,23637
1914,SD,4033,6747
1914,TN,25714,43334
1914,TX,55703,94806
1914,UT,5118,7850
1914,VA,23265,38553
1914,VI,2127,3854
1914,VT,2718,4461
1914,WA,18485,27554
1914,WI,28526,44793
1914,WV,15026,26440
1914,WY,2261,3506
1914,railroad,10651,19555
1914,unassigned,256,277
1915,AK,618,967
1915,AL,21571,36525
1915,AR,13548,22775
1915,AZ,5241,8130
1915,CA,75651,115318
1915,CO,10771,16261
1915,CT,17995,28270
1915,DC,8287,12950
1915,DE,2492,3991
1915,FL,21062,35048
1915,GA,24282,41950
1915,HI,3671,5757
1915,IA,21865,32706
1915,ID,4938,7300
1915,IL,76557,120875
1915,IN,30624,48827
1915,KS,14976,22043
1915,KY,19926,34470
1915,LA,18934,32768
1915,MA,41513,64381
1915,MD,17369,27497
1915,ME,7461,11543
1915,MI,53093,83770
1915,MN,22446,34854
1915,MO,32835,50862
1915,MS,13844,24363
1915,MT,4275,6908
1915,NC,31329,51201
1915,ND,4592,7246
1915,NE,10100,15396
1915,NH,3834,6398
1915,NJ,34794,60947
1915,NM,4026,6468
1915,NV,1082,1776
1915,NY,127418,215873
1915,OH,61280,99723
1915,OK,18131,28654
1915,OR,10821,15880
1915,PA,91551,149499
1915,PI,631,860
1915,PR,6348,11241
1915,RI,6936,10983
1915,SC,12283,23242
1915,SD,4088,6766
1915,TN,25753,41856
1915,TX,53832,89099
1915,UT,5194,7692
1915,VA,23827,38317
1915,VI,1850,3288
1915,VT,2864,4511
1915,WA,18623,27122
1915,WI,29076,44026
1915,WV,15899,26936
1915,WY,2249,3376
1915,railroad,11439,20096
1915,unassigned,284,307
1916,AK,585,900
1916,AL,22785,37532
1916,AR,13686,22444
1916,AZ,5193,7847
1916,CA,74178,110234
1916,CO,11055,16184
1916,CT,18857,28747
1916,DC,8238,12667
1916,DE,2502,3946
1916,FL,21040,33866
1916,GA,25954,43198
1916,HI,3678,5688
1916,IA,22264,32224
1916,ID,5013,7306
1916,IL,78658,120334
1916,IN,31006,48143
1916,KS,15191,22071
1916,KY,19840,33426
1916,LA,19198,32198
1916,MA,42553,64006
1916,MD,17938,27259
1916,ME,7296,11104
1916,MI,54909,83979
1916,MN,22427,33820
1916,MO,33505,50101
1916,MS,13971,24195
1916,MT,4448,6834
1916,NC,32513,51636
1916,ND,4700,7311
1916,NE,10196,15151
1916,NH,3998,6321
1916,NJ,35420,60117
1916,NM,3936,6265
1916,NV,1126,1686
1916,NY,128311,210448
1916,OH,61835,97590
1916,OK,18118,27948
1916,OR,10731,15525
1916,PA,93820,147784
1916,PI,607,835
1916,PR,6097,10423
1916,RI,7295,11162
1916,SC,12592,23353
1916,SD,4305,6758
1916,TN,26325,41453
1916,TX,52491,84938
1916,UT,5404,7729
1916,VA,24407,38138
1916,VI,1812,3062
1916,VT,2963,4552
1916,WA,18496,26327
1916,WI,30012,43766
1916,WV,16264,26669
1916,WY,2334,3447
1916,railroad,11469,19455
1916,unassigned,305,334
1917,AK,593,865
1917,AL,21885,35162
1917,AR,14772,23521
1917,AZ,5154,7787
1917,CA,72517,105762
1917,CO,11189,15885
1917,CT,19314,28554
1917,DC,8047,11951
1917,DE,2611,3962
1917,FL,21191,33266
1917,GA,25600,41517
1917,HI,3881,5844
1917,IA,22644,31872
1917,ID,5005,7074
1917,IL,77701,115640
1917,IN,31280,46862
1917,KS,15431,21803
1917,KY,20654,33950
1917,LA,19980,32287
1917,MA,43877,63999
1917,MD,18349,27101
1917,ME,7934,11690
1917,MI,55086,81986
1917,MN,21822,32288
1917,MO,33188,48864
1917,MS,13853,23202
1917,MT,4527,6887
1917,NC,33345,51480
1917,ND,4825,7125
1917,NE,10408,15155
1917,NH,4003,6220
1917,NJ,36546,59848
1917,NM,3971,6211
1917,NV,1134,1715
1917,NY,130553,207242
1917,OH,62504,96108
1917,OK,18943,28355
1917,OR,10588,15018
1917,PA,96633,147933
1917,PI,661,855
1917,PR,6355,10470
1917,RI,7513,11190
1917,SC,12760,22857
1917,SD,4474,6855
1917,TN,27347,41747
1917,TX,54318,85311
1917,UT,5504,7645
1917,VA,25363,38655
1917,VI,1993,3328
1917,VT,3038,4571
1917,WA,18280,25637
1917,WI,29539,42202
1917,WV,17234,27035
1917,WY,2258,3259
1917,railroad,10585,17510
1917,unassigned,320,352
1918,AK,590,884
1918,AL,23402,36705
1918,AR,15631,24372
1918,AZ,5336,7762
1918,CA,73444,105093
1918,CO,11762,16367
1918,CT,19476,28390
1918,DC,8245,11992
1918,DE,2716,4054
1918,FL,21714,33705
1918,GA,27305,43876
1918,HI,3912,5801
1918,IA,23795,32854
1918,ID,5183,7231
1918,IL,80487,117088
1918,IN,32554,48045
1918,KS,16124,22400
1918,KY,22214,35666
1918,LA,21111,33733
1918,MA,45159,64555
1918,MD,19042,27597
1918,ME,8317,11860
1918,MI,57184,82951
1918,MN,22403,32419
1918,MO,35121,50385
1918,MS,15004,24549
1918,MT,4740,6972
1918,NC,35090,53334
1918,ND,4915,7199
1918,NE,10661,15253
1918,NH,4276,6410
1918,NJ,36889,59101
1918,NM,4106,6269
1918,NV,1101,1617
1918,NY,133018,205741
1918,OH,65022,97527
1918,OK,20534,30289
1918,OR,10759,14881
1918,PA,100353,149491
1918,PI,698,934
1918,PR,7267,11784
1918,RI,7853,11358
1918,SC,13527,24184
1918,SD,4691,6977
1918,TN,28886,43334
1918,TX,55110,85547
1918,UT,5877,8144
1918,VA,26903,40179
1918,VI,2228,3601
1918,VT,3176,4640
1918,WA,18896,25775
1918,WI,30736,43091
1918,WV,18199,27848
1918,WY,2467,3436
1918,railroad,10306,16439
1918,unassigned,391,417
1919,AK,645,900
1919,AL,26183,40167
1919,AR,16273,24961
1919,AZ,5078,7339
1919,CA,69366,97315
1919,CO,10915,15017
1919,CT,18505,26413
1919,DC,8069,11615
1919,DE,2751,3967
1919,FL,21885,33152
1919,GA,29381,46151
1919,HI,4033,5891
1919,IA,22168,30063
1919,ID,4826,6626
1919,IL,75420,107981
1919,IN,30169,43737
1919,KS,15471,21201
1919,KY,21861,34382
1919,LA,21748,34131
1919,MA,42799,59818
1919,MD,19030,27248
1919,ME,7912,11059
1919,MI,52467,74781
1919,MN,20447,29250
1919,MO,33863,47557
1919,MS,17110,27533
1919,MT,4295,6223
1919,NC,36132,54175
1919,ND,4671,6695
1919,NE,10115,14112
1919,NH,3888,5826
1919,NJ,36176,56668
1919,NM,3958,5900
1919,NV,1041,1548
1919,NY,127134,192865
1919,OH,60144,88470
1919,OK,19696,28345
1919,OR,9976,13687
1919,PA,96333,140133
1919,PI,715,933
1919,PR,6818,10763
1919,RI,7316,10462
1919,SC,14388,25238
1919,SD,4384,6470
1919,TN,29244,43266
1919,TX,55530,84972
1919,UT,5377,7309
1919,VA,27060,39615
1919,VI,2176,3452
1919,VT,3017,4264
1919,WA,17456,23572
1919,WI,28254,38813
1919,WV,18015,26856
1919,WY,2213,3047
1919,railroad,8283,13071
1919,unassigned,416,442
1920,AK,595,862
1920,AL,26434,39301
1920,AR,17067,25390
1920,AZ,5404,7687
1920,CA,75278,104313
1920,CO,11847,15984
1920,CT,18896,26351
1920,DC,8588,11950
1920,DE,2779,4008
1920,FL,22654,33335
1920,GA,30010,45534
1920,HI,4176,5889
1920,IA,23987,31874
1920,ID,5045,6774
1920,IL,79614,111133
1920,IN,32300,45790
1920,KS,17050,22743
1920,KY,24263,36920
1920,LA,23011,34717
1920,MA,45259,62209
1920,MD,20491,28679
1920,ME,8848,12141
1920,MI,57040,79235
1920,MN,21373,29998
1920,MO,36238,50014
1920,MS,16743,26039
1920,MT,4357,6257
1920,NC,38441,55579
1920,ND,4922,6910
1920,NE,10881,14840
1920,NH,4474,6577
1920,NJ,38954,59613
1920,NM,4455,6470
1920,NV,1072,1555
1920,NY,136099,201277
1920,OH,63893,91880
1920,OK,21456,30031
1920,OR,10680,14402
1920,PA,102838,145289
1920,PI,891,1113
1920,PR,7491,11491
1920,RI,7810,11074
1920,SC,14933,25138
1920,SD,4611,6642
1920,TN,31182,44796
1920,TX,59870,88937
1920,UT,5692,7728
1920,VA,29130,41502
1920,VI,2295,3539
1920,VT,3260,4519
1920,WA,18667,24687
1920,WI,30278,40810
1920,WV,19505,28124
1920,WY,2413,3281
1920,railroad,7200,11063
1920,unassigned,485,532
1921,AK,626,867
1921,AL,27560,40112
1921,AR,17329,25086
1921,AZ,5649,7797
1921,CA,73950,100823
1921,CO,12045,15840
1921,CT,18923,25926
1921,DC,8591,11705
1921,DE,2613,3735
1921,FL,22908,33324
1921,GA,30292,45314
1921,HI,4134,5809
1921,IA,24049,31623
1921,ID,4845,6527
1921,IL,80797,110996
1921,IN,33342,46488
1921,KS,16968,22388
1921,KY,26066,38798
1921,LA,23681,34975
1921,MA,44744,60512
1921,MD,20960,28546
1921,ME,8947,12130
1921,MI,58436,79706
1921,MN,21417,29369
1921,MO,37301,50457
1921,MS,17419,26159
1921,MT,4319,6045
1921,NC,40056,56470
1921,ND,4733,6664
1921,NE,10605,14465
1921,NH,4424,6247
1921,NJ,38634,57843
1921,NM,4635,6672
1921,NV,1084,1491
1921,NY,133273,193335
1921,OH,65335,92351
1921,OK,22012,30298
1921,OR,10614,14251
1921,PA,103429,143572
1921,PI,756,949
1921,PR,7372,10907
1921,RI,7937,10921
1921,SC,15651,25580
1921,SD,4593,6510
1921,TN,32571,45662
1921,TX,60318,87979
1921,UT,5717,7694
1921,VA,30881,43127
1921,VI,2314,3426
1921,VT,3201,4455
1921,WA,18541,24305
1921,WI,30882,40821
1921,WV,20867,29743
1921,WY,2444,3224
1921,railroad,6487,9759
1921,unassigned,462,501
1922,AK,631,851
1922,AL,26999,39044
1922,AR,16729,23976
1922,AZ,5283,7282
1922,CA,70514,94717
1922,CO,11222,14723
1922,CT,17572,23762
1922,DC,8479,11420
1922,DE,2544,3529
1922,FL,21824,31538
1922,GA,29653,43928
1922,HI,4312,5950
1922,IA,22324,28935
1922,ID,4507,5942
1922,IL,75632,102871
1922,IN,30800,42401
1922,KS,15755,20543
1922,KY,24438,35457
1922,LA,23242,34074
1922,MA,41676,55333
1922,MD,19694,26390
1922,ME,8577,11401
1922,MI,54382,72963
1922,MN,20069,27193
1922,MO,34020,45499
1922,MS,16937,25533
1922,MT,3991,5476
1922,NC,37545,52760
1922,ND,4344,6000
1922,NE,10180,13584
1922,NH,4098,5714
1922,NJ,36260,53432
1922,NM,4374,6204
1922,NV,1018,1432
1922,NY,125979,179846
1922,OH,59785,83543
1922,OK,20109,27232
1922,OR,9759,12791
1922,PA,96453,131492
1922,PI,880,1075
1922,PR,7444,10915
1922,RI,7573,10262
1922,SC,14780,24235
1922,SD,4166,5833
1922,TN,30998,43286
1922,TX,57223,82698
1922,UT,5077,6740
1922,VA,29130,40367
1922,VI,2360,3452
1922,VT,3039,4087
1922,WA,17217,22040
1922,WI,28646,37361
1922,WV,19990,27780
1922,WY,2296,2999
1922,railroad,5853,8459
1922,unassigned,560,596
1923,AK,589,795
1923,AL,25642,36451
1923,AR,16347,23040
1923,AZ,5119,6929
1923,CA,67863,90461
1923,CO,10803,13968
1923,CT,17163,22879
1923,DC,8022,10759
1923,DE,2457,3346
1923,FL,20627,29371
1923,GA,27967,40492
1923,HI,4052,5563
1923,IA,21447,27459
1923,ID,4196,5424
1923,IL,73311,98550
1923,IN,30161,41149
1923,KS,15419,19923
1923,KY,23986,34347
1923,LA,22235,31725
1923,MA,40751,53314
1923,MD,19601,26062
1923,ME,8346,10961
1923,MI,53323,70503
1923,MN,18809,25385
1923,MO,33650,44419
1923,MS,16491,24340
1923,MT,3757,5073
1923,NC,37177,51394
1923,ND,3974,5488
1923,NE,9650,12798
1923,NH,3791,5238
1923,NJ,35168,51244
1923,NM,4248,5988
1923,NV,1020,1404
1923,NY,121478,170346
1923,OH,58807,81088
1923,OK,19905,26516
1923,OR,9169,12011
1923,PA,94279,126929
1923,PI,901,1102
1923,PR,7302,10572
1923,RI,7195,9686
1923,SC,14350,22848
1923,SD,4026,5539
1923,TN,30498,41895
1923,TX,55611,79233
1923,UT,5085,6683
1923,VA,28666,39090
1923,VI,2351,3394
1923,VT,2905,3889
1923,WA,16331,20821
1923,WI,27779,35702
1923,WV,19884,27330
1923,WY,2168,2798
1923,railroad,5691,8099
1923,unassigned,578,619
1924,AK,572,788
1924,AL,25747,36086
1924,AR,17067,23585
1924,AZ,5110,6929
1924,CA,64985,86006
1924,CO,10444,13496
1924,CT,16788,22247
1924,DC,7601,10022
1924,DE,2333,3150
1924,FL,21025,29217
1924,GA,27918,39983
1924,HI,4130,5684
1924,IA,20776,26289
1924,ID,4153,5315
1924,IL,71553,94704
1924,IN,29830,40204
1924,KS,15037,19210
1924,KY,24214,34023
1924,LA,21889,31072
1924,MA,40535,52726
1924,MD,19383,25420
1924,ME,8514,11024
1924,MI,52413,69084
1924,MN,17715,23756
1924,MO,32954,43011
1924,MS,16465,23805
1924,MT,3452,4745
1924,NC,37625,51316
1924,ND,4001,5355
1924,NE,9297,12169
1924,NH,3865,5288
1924,NJ,34162,49017
1924,NM,4152,5843
1924,NV,1014,1351
1924,NY,117320,162717
1924,OH,57163,78054
1924,OK,20068,26597
1924,OR,8788,11347
1924,PA,93024,123886
1924,PI,994,1201
1924,PR,7780,11022
1924,RI,7206,9520
1924,SC,14750,23078
1924,SD,3879,5327
1924,TN,30591,41393
1924,TX,55857,78990
1924,UT,4881,6372
1924,VA,28983,38869
1924,VI,2417,3454
1924,VT,2830,3751
1924,WA,15825,19940
1924,WI,27181,34575
1924,WV,20114,27208
1924,WY,2072,2661
1924,railroad,5438,7679
1924,unassigned,584,635
1925,AK,548,734
1925,AL,25823,35688
1925,AR,16301,22260
1925,AZ,4958,6584
1925,CA,61756,80997
1925,CO,9663,12333
1925,CT,15342,20242
1925,DC,7067,9277
1925,DE,2171,2944
1925,FL,20556,28371
1925,GA,27787,39439
1925,HI,3930,5326
1925,IA,19551,24415
1925,ID,3750,4830
1925,IL,67279,88387
1925,IN,27464,36760
1925,KS,13856,17705
1925,KY,22416,31177
1925,LA,20976,29359
1925,MA,37130,47760
1925,MD,18245,23690
1925,ME,7872,10107
1925,MI,49952,64941
1925,MN,16694,22041
1925,MO,30765,39807
1925,MS,16049,23004
1925,MT,3302,4351
1925,NC,35252,47793
1925,ND,3624,4905
1925,NE,8654,11230
1925,NH,3461,4752
1925,NJ,31691,45002
1925,NM,4034,5603
1925,NV,946,1254
1925,NY,110334,151189
1925,OH,52882,71267
1925,OK,19280,25272
1925,OR,8264,10562
1925,PA,87161,114378
1925,PI,1033,1249
1925,PR,7192,10006
1925,RI,6789,8889
1925,SC,13835,21480
1925,SD,3580,4805
1925,TN,29286,39129
1925,TX,52644,73405
1925,UT,4552,5931
1925,VA,27297,36193
1925,VI,2382,3260
1925,VT,2645,3481
1925,WA,14764,18491
1925,WI,25099,31765
1925,WV,18509,24426
1925,WY,1964,2514
1925,railroad,5444,7538
1925,unassigned,655,698
1926,AK,507,710
1926,AL,25522,34658
1926,AR,15360,20763
1926,AZ,4701,6140
1926,CA,56848,73811
1926,CO,9054,11464
1926,CT,14497,18845
1926,DC,6432,8349
1926,DE,2162,2798
1926,FL,19826,27086
1926,GA,25140,35085
1926,HI,3651,5015
1926,IA,18090,22413
1926,ID,3488,4401
1926,IL,62521,81121
1926,IN,26033,34137
1926,KS,12899,16303
1926,KY,20970,28635
1926,LA,21097,28880
1926,MA,34951,44575
1926,MD,17201,22023
1926,ME,7322,9382
1926,MI,47048,60349
1926,MN,15389,20110
1926,MO,28996,37125
1926,MS,16358,23144
1926,MT,2971,3921
1926,NC,33852,45222
1926,ND,3629,4753
1926,NE,7970,10287
1926,NH,3197,4394
1926,NJ,29627,41100
1926,NM,3623,4969
1926,NV,816,1115
1926,NY,104495,141203
1926,OH,49360,65816
1926,OK,17525,22749
1926,OR,7668,9729
1926,PA,81582,105991
1926,PI,1020,1251
1926,PR,7206,9936
1926,RI,6207,8071
1926,SC,12947,19617
1926,SD,3235,4348
1926,TN,27704,36522
1926,TX,48984,67502
1926,UT,4123,5318
1926,VA,25668,33648
1926,VI,2313,3193
1926,VT,2483,3212
1926,WA,13708,17088
1926,WI,23525,29443
1926,WV,17485,22756
1926,WY,1802,2282
1926,railroad,5843,7903
1926,unassigned,655,691
1927,AK,524,705
1927,AL,24993,33722
1927,AR,14646,19592
1927,AZ,4617,6042
1927,CA,53548,69373
1927,CO,8651,10790
1927,CT,13369,17209
1927,DC,6146,7871
1927,DE,2102,2722
1927,FL,19229,25884
1927,GA,25566,35436
1927,HI,3438,4570
1927,IA,17033,21000
1927,ID,3292,4162
1927,IL,59179,75864
1927,IN,24618,32075
1927,KS,12003,14950
1927,KY,20878,28176
1927,LA,20401,27763
1927,MA,33373,42132
1927,MD,16475,20995
1927,ME,7265,9133
1927,MI,45602,58219
1927,MN,14196,18457
1927,MO,27433,34945
1927,MS,15825,22174
1927,MT,2656,3488
1927,NC,33902,44773
1927,ND,3469,4573
1927,NE,7538,9737
1927,NH,3119,4184
1927,NJ,28231,38840
1927,NM,3377,4693
1927,NV,863,1148
1927,NY,99020,132535
1927,OH,47239,62473
1927,OK,16475,21129
1927,OR,7368,9405
1927,PA,78629,101020
1927,PI,1047,1249
1927,PR,6860,9320
1927,RI,5781,7449
1927,SC,12580,19095
1927,SD,3104,4146
1927,TN,27531,35986
1927,TX,46705,64241
1927,UT,3987,5105
1927,VA,25261,32801
1927,VI,2153,2981
1927,VT,2463,3168
1927,WA,13116,16151
1927,WI,22255,27886
1927,WV,17203,22284
1927,WY,1639,2087
1927,railroad,6124,8320
1927,unassigned,644,694
1928,AK,547,718
1928,AL,22782,30568
1928,AR,12835,16885
1928,AZ,4238,5474
1928,CA,50785,65639
1928,CO,8170,10106
1928,CT,12531,15882
